,AICW_score,AICW_rank,FUCOM_score,FUCOM_rank,LBWA_score,LBWA_rank,MEREC_score,MEREC_rank,SD_score,SD_rank
34771,0.23183541842660102,132.0,0.21840391277710536,125.0,0.1940897661249225,143.0,0.059990410620299,128.0,0.2396267790525079,104.0
11861,0.28093487969047237,66.0,0.23007986436694258,103.0,0.23169413271397243,84.0,0.061118010488297354,122.0,0.24509433364773278,99.0
92790,0.2084755874591104,163.0,0.2123405900248658,133.0,0.18765054984728582,150.0,0.05454106196128493,147.0,0.23013791020039234,120.0
92796,0.2758965339472614,74.0,0.24464522207069064,83.0,0.2391577012667264,73.0,0.059755032537026374,134.0,0.24985468192238922,90.0
10472,0.20714788446298457,164.0,0.19572710643560937,165.0,0.17648111783609013,169.0,0.04952159745588737,157.0,0.20705752047076703,153.0
10469,0.2100025859852384,161.0,0.1984195081748869,162.0,0.17830082693683372,168.0,0.04972130900809457,156.0,0.2088953247577278,148.0
92784,0.24447234167626733,115.0,0.25309346854288867,70.0,0.22633948208648402,90.0,0.10508677700577825,68.0,0.3394403669089911,38.0
18871,0.26501036574539794,89.0,0.2162230849077748,128.0,0.21999257053185034,100.0,0.05130461738167411,154.0,0.2185377531494204,136.0
92771,0.23400656363552993,127.0,0.2204185444031554,120.0,0.20796969367766602,120.0,0.05654684073626058,140.0,0.23453473419009005,116.0
10482,0.20076589908795517,169.0,0.1906485949358587,170.0,0.17265461093869564,174.0,0.04660024104834386,167.0,0.20326041581999318,157.0
10974,0.2378013013181882,124.0,0.20783738229566412,144.0,0.19932129342557336,136.0,0.049278005405933245,159.0,0.2139258319598436,140.0
34759,0.2676472946447491,84.0,0.23595679042535522,91.0,0.2245159680295012,93.0,0.07598138824299568,94.0,0.27890855907664114,59.0
92779,0.2708993628072484,81.0,0.23975381568425602,87.0,0.23586181721574598,79.0,0.059390980110476985,135.0,0.2465400949305038,98.0
15099,0.2550367641083972,99.0,0.207067110484287,146.0,0.2137893185985471,109.0,0.050626429573935566,155.0,0.21226631346642355,143.0
10479,0.16882945731452842,196.0,0.1788108083067003,185.0,0.14954287545349532,193.0,0.04432188072425178,181.0,0.19618173622050233,166.0
91960,0.2729402156466379,78.0,0.24334054042021205,84.0,0.2420474004608945,69.0,0.0754941131095043,97.0,0.2764361380928448,63.0
40865,0.264201307830058,94.0,0.22156846271225333,115.0,0.23474798766185928,80.0,0.046396147548086415,169.0,0.20810343803869633,151.0
11029,0.25356295534094925,100.0,0.24469373823354637,82.0,0.22285107926421235,96.0,0.10690418645704997,67.0,0.34134279624328634,35.0
